Bkg Branch,Delivery Branch,Card Rate
KOLKATA-SOUTH,DANKUNI,1
KOLKATA-CENTRAL,DANKUNI,1
SRIPERUMBUDUR,DANKUNI,9.85
BELLARY,DANKUNI,14.85
RUDANAGAR BRANCH,DANKUNI,10.65
ROORKEE,DANKUNI,8.6
MANJUSAR,DANKUNI,10.95
KAKINADA,DANKUNI,10.65
BHIWADI - RAJASTHAN,DANKUNI,7.65
VAVDI-RAJKOT,DANKUNI,10.95
SELAQUI,DANKUNI,9.05
KANPUR,DANKUNI,9.4
TRANSPORT NAGAR JAIPUR,DANKUNI,10.6
PORBANDAR,DANKUNI,11.55
COIMBATORE BRANCH,DANKUNI,11.55
GREATER NOIDA,DANKUNI,8.2
NALAGARH,DANKUNI,10.65
RANJANGAON,DANKUNI,13.3
SHIRVAL,DANKUNI,13.3
KALA-AMB,DANKUNI,10.2
SHIVAJINAGAR-BNG,DANKUNI,12.25
KAMAKSHIPALYA-BNG,DANKUNI,13.25
MARAIMALAI NAGAR - CHE,DANKUNI,10.1
UPBORDER (BKG & DLY),DANKUNI,8
VAPI BKG,DANKUNI,10.1
JAMMU,DANKUNI,11.55
GONDAL,DANKUNI,11.25
JALGAON,DANKUNI,13.3
KASHIPUR,DANKUNI,9.7
SONEPAT,DANKUNI,8.45
KURNOOL,DANKUNI,12.55
GUNTUR,DANKUNI,10.2
ALIPUR BRANCH,DANKUNI,7.9
PALGHAR,DANKUNI,9.4
AMRAVATI,DANKUNI,8.15
PATNA,DANKUNI,3.1
SITARGANJ,DANKUNI,10
GURGAON BKG & DLY,DANKUNI,6.95
JAMSHEDPUR,DANKUNI,3.25
RAIPUR,DANKUNI,8
MADURAVOYIL (BKG-DEL),DANKUNI,9.2
VARANASI,DANKUNI,11
JABALPUR,DANKUNI,7.4
RANCHI,DANKUNI,3.45
KANCHIPURAM,DANKUNI,10.1
PALLAVARAM - CHENNAI,DANKUNI,9.85
MEDCHAL,DANKUNI,10.9
CUDDALORE,DANKUNI,10.4
BHUBANESWAR,DANKUNI,1
AUTONAGAR-HYD,DANKUNI,10.65
KALAMASSERY,DANKUNI,12.15
NELLORE,DANKUNI,10.9
KANNUR,DANKUNI,13.55
TIRUPATHI,DANKUNI,12.25
SAHARANPUR,DANKUNI,8.85
DELHI EAST,DANKUNI,7.95
JIGANI,DANKUNI,12.4
SILIGURI,DANKUNI,4.15
MORADABAD,DANKUNI,9.9
SANGLI,DANKUNI,15.3
GUWAHATI,DANKUNI,4.5
PEENYA,DANKUNI,12.2
HOSUR,DANKUNI,12.55
BOMMASANDRA,DANKUNI,12.4
JAMNAGAR - SHANKARTEKRI,DANKUNI,10.95
MANGALORE,DANKUNI,14.5
NAVAGAM (BHAVNAGAR),DANKUNI,10.4
TUMKUR,DANKUNI,12.55
HINDUPUR,DANKUNI,13.75
SIHOR,DANKUNI,10.95
VERAVAL,DANKUNI,11.55
MYSORE,DANKUNI,10.6
THANGADH,DANKUNI,11.25
JETPUR,DANKUNI,11.25
SHAPAR,DANKUNI,10.95
JAMNAGAR,DANKUNI,10.95
MAHUVA,DANKUNI,10.95
DARED,DANKUNI,10.95
BHAKTINAGAR,DANKUNI,10.95
BHAVNAGAR,DANKUNI,10.95
GANDHIDHAM,DANKUNI,11.55
BHUJ,DANKUNI,12.15
MUNDRA,DANKUNI,12.15
GANDHIDHAM CITY,DANKUNI,11.85
MANDVI,DANKUNI,12.15
HOSUR INDUSTRIAL AREA,DANKUNI,12.55
BROADWAY - CHENNAI,DANKUNI,9.85
MADURAI,DANKUNI,11.85
SALEM,DANKUNI,10.4
TRIVANDRUM,DANKUNI,14.15
ERODE,DANKUNI,11.25
TRICHUR,DANKUNI,11.85
CALICUT,DANKUNI,13
TIRUPUR,DANKUNI,11.85
VIJAYAWADA,DANKUNI,9.15
KARUR,DANKUNI,11.55
QUILON (KOLLAM),DANKUNI,12.4
KOTTAYAM,DANKUNI,12.4
TUTICORIN,DANKUNI,13
BALANAGAR,DANKUNI,10.35
PONDICHERRY,DANKUNI,9.85
HUBSIGUDA,DANKUNI,10.65
PATANCHERU,DANKUNI,10.3
GAJUWAKA,DANKUNI,9.7
DIWANDEVDI,DANKUNI,10.5
NAGERCOIL,DANKUNI,12.4
AMBATTUR-CHENNAI,DANKUNI,9.85
TRICHY,DANKUNI,11.85
TIRUNELVELI,DANKUNI,12.4
GUMMIDIPOONDI - CHENNAI,DANKUNI,10.1
BOLLARAM,DANKUNI,10.8
SIVAKASI,DANKUNI,12.15
PERUNGUDI,DANKUNI,10.05
JEEDIMETLA,DANKUNI,10.3
RAJAPALAYAM,DANKUNI,12.15
RANIPET,DANKUNI,10.4
ALLEPPEY,DANKUNI,11.85
DUNDAHERA,DANKUNI,7.9
DEHRADUN,DANKUNI,9.1
CHANDIGARH FR,DANKUNI,9.3
GHAZIABAD,DANKUNI,6.95
KANPUR(FR),DANKUNI,9.4
GWALIOR,DANKUNI,12.05
JALANDHAR FR,DANKUNI,9.95
AMBALA CITY,DANKUNI,8.85
AGRA,DANKUNI,10.45
LUDHIANA,DANKUNI,9.35
NOIDA,DANKUNI,8.1
PARWANOO,DANKUNI,9.95
BADDI (HIMACHAL PRADESH),DANKUNI,10.05
AMRITSAR,DANKUNI,12.15
LUCKNOW,DANKUNI,9.75
KUNDLI FR,DANKUNI,8.1
RUDRAPUR,DANKUNI,8.75
HARIDWAR,DANKUNI,8.55
DELHI (RAMA ROAD),DANKUNI,7.8
SAHIBABAD,DANKUNI,8.5
PANIPAT,DANKUNI,8.6
SANAND,DANKUNI,11.7
VASHI,DANKUNI,12
CHHATRAL (N.G.),DANKUNI,11.7
KALOL (N.G.),DANKUNI,11.75
SIDHPUR,DANKUNI,12.95
PALANPUR,DANKUNI,12.75
SURENDRANAGAR,DANKUNI,12.1
SOLAPUR,DANKUNI,11.8
GOLDEN BRANCH,DANKUNI,11.25
BARODA - KARELIBAUG,DANKUNI,10.95
NAGPUR (WADI),DANKUNI,6.6
MAKARPURA,DANKUNI,10.95
DASHRATH,DANKUNI,10.95
NANDESARI,DANKUNI,10.95
NAGPUR CITY,DANKUNI,7
V V NAGAR,DANKUNI,10.95
PADRA (DHABASA),DANKUNI,10.95
CHAKAN,DANKUNI,13.3
POR,DANKUNI,10.95
WAGHODIA,DANKUNI,10.95
WAGHOLI,DANKUNI,13.3
GODHRA PANCHMAHAL,DANKUNI,11.25
HALOL (GIDC),DANKUNI,10.95
MEHSANA (N.G.),DANKUNI,12
PIRANGUT,DANKUNI,14.15
PONDA,DANKUNI,14.75
MADGAON,DANKUNI,14.45
GONDHE,DANKUNI,12.15
SINNER,DANKUNI,10
CHANDRAPUR,DANKUNI,8.05
AURANGABAD (WALUJ) MIDC,DANKUNI,11.85
VERNA-GOA,DANKUNI,13.3
AURANGABAD CITY- CHIKALTHANA,DANKUNI,12.4
LOTE,DANKUNI,12.7
PUNE CITY,DANKUNI,14.15
SILVASSA,DANKUNI,10.4
ROHA,DANKUNI,10.35
KOLHAPUR,DANKUNI,14.15
DADRA NAGAR HAVELI,DANKUNI,10.4
KARAD,DANKUNI,12.75
MAPUCA,DANKUNI,14.45
VAPI CENTRAL CELL,DANKUNI,10.1
SATARA,DANKUNI,10.55
BELGAUM,DANKUNI,14.25
NASIK,DANKUNI,9.95
SARIGAM,DANKUNI,10.4
PHURSUNGHI,DANKUNI,14.45
UMARGAON,DANKUNI,10.4
VALSAD,DANKUNI,10.65
GUINDY-CHENNAI,DANKUNI,9.85
AHEMADNAGAR,DANKUNI,10.5
MAHAD MIDC,DANKUNI,10.2
DEWAS NAKA,DANKUNI,10.6
HAZIRA,DANKUNI,11.55
SAROLI,DANKUNI,11.25
BHOPAL,DANKUNI,11.55
NAVSARI,DANKUNI,11.55
UNN,DANKUNI,11.55
SURAT CITY,DANKUNI,11.55
BILIMORA,DANKUNI,10.65
INDORE CITY,DANKUNI,10.95
ANKLESHWAR,DANKUNI,12.15
PANOLI,DANKUNI,12.4
KIM,DANKUNI,12.4
PITHAMPUR,DANKUNI,11
BHARUCH,DANKUNI,12.7
DEWAS (TOWN),DANKUNI,11.1
DAHEJ,DANKUNI,13.3
PANCHKUIA,DANKUNI,10.95
KOLKATA(B T ROAD),DANKUNI,0.75
LALBAGH ROAD,DANKUNI,12.25
TRAJPAR (MORBI),DANKUNI,11.25
DODDABALLAPUR - BNG,DANKUNI,13
JUNAGADH-SABALPUR,DANKUNI,11.25
METODA,DANKUNI,10.95
MORBI,DANKUNI,11.25
RAJAJINAGAR,DANKUNI,12.25
DAVANAGERE,DANKUNI,14.85
HUBLI INDL AREA,DANKUNI,13.4
TIRUPUR CITY,GORAKHPUR,15.25
PERUNDURAI SIPCOT,GORAKHPUR,15.25
CHANDNI CHOWK,GORAKHPUR,9.25
ALAMPUR,GORAKHPUR,10.4
BELILIOUS ROAD,GORAKHPUR,10.65
BIJWSAN,GORAKHPUR,9.1
YAMUNANAGAR,GORAKHPUR,11.35
MANAPPARAI - TNPL,GORAKHPUR,15.65
LAL KUAN FR,GORAKHPUR,8.75
PANRUTI,GORAKHPUR,18.65
BUDIHAL-TUMKUR ROAD,GORAKHPUR,13.65
LASUDIA,GORAKHPUR,8.45
PUTTUR,GORAKHPUR,16.85
IRUNGATTUKOTTAI,GORAKHPUR,18.05
MYSORE - INDUSTRIAL AREA,GORAKHPUR,13.15
MUZAFFARNAGAR,GORAKHPUR,10.1
MODINAGAR FR,GORAKHPUR,8.9
SRICITY - TADA,GORAKHPUR,19
THIRUVALLUR - CHE,GORAKHPUR,18.15
ARYAN NAGAR - GZB,GORAKHPUR,8.6
V FUCHS,GORAKHPUR,13.4
SHOLINGHUR,GORAKHPUR,18.65
GENESIS,GORAKHPUR,12.55
GORAKHPUR,GORAKHPUR,6.6
KUPPAM,GORAKHPUR,15.25
GAJRAULA,GORAKHPUR,9.75
GUDIVADA,GORAKHPUR,15.05
AGRA SADAR BHATTI,GORAKHPUR,10.55
KUNDAPUR,GORAKHPUR,16.5
KOLAR,GORAKHPUR,14.5
PIMPLAS,GORAKHPUR,12.25
COONOOR,GORAKHPUR,16.35
DANKUNI,GORAKHPUR,13.9
DEOGHAR,GORAKHPUR,13.85
TRONICA CITY,GORAKHPUR,8.25
MALDA,GORAKHPUR,17.2
UNNAO,GORAKHPUR,6.55
MALUR,GORAKHPUR,15.25
KAITHAL,GORAKHPUR,10.85
THIRUBHUVANAI,GORAKHPUR,19.2
KELAMBAKKAM,GORAKHPUR,18.45
ADILABAD,GORAKHPUR,15.75
MACHHE INDUSTRIAL,GORAKHPUR,16.2
DHARMAPURI,GORAKHPUR,14.95
MUMBAI,DANKUNI,10.1
BHIWANDI,DANKUNI,10.85
ANDHERI,DANKUNI,10.6
VASAI EAST,DANKUNI,9.9
BHANDUP,DANKUNI,12.25
SAKINAKA,DANKUNI,12.25
GOREGOAN,DANKUNI,12.3
NAROL,DANKUNI,11.35
VATVA,DANKUNI,11.5
BOISAR,DANKUNI,9.2
ODHAV,DANKUNI,11.5
RAKHIAL,DANKUNI,11.5
NARODA,DANKUNI,11.65
SARANGPUR,DANKUNI,11.65
GANDHINAGAR,DANKUNI,11.75
RABALE,DANKUNI,10
KALAMBOLI,DANKUNI,12.05
THANA,DANKUNI,12.15
HIMATNAGAR,DANKUNI,12
KHOPOLI,DANKUNI,9.95
NADIAD,DANKUNI,11.75
AMBERNATH,DANKUNI,12.55
KATHWADA,DANKUNI,11.65
DRONAGIRI,DANKUNI,12.55
SARKHEJ,DANKUNI,11.45
CHANGODAR,DANKUNI,11.45
SANTEJ,DANKUNI,11.7
DOMBIVLI,DANKUNI,12.2
ANANTAPURAM,GORAKHPUR,15.2
BHAGWANPUR,GORAKHPUR,9.15
KHAMGAON,GORAKHPUR,12.55
BASAI - GGN,GORAKHPUR,8.85
GANAPATHY-CBE,GORAKHPUR,15
SACHIN,GORAKHPUR,13.4
KURKUMBH,GORAKHPUR,17.4
KHAMMAM,GORAKHPUR,14.65
SRIKAKULAM,GORAKHPUR,16.75
COIMBATORE - SIDCO,GORAKHPUR,13.95
METTUR DAM,GORAKHPUR,14.35
HAROHALLI - BANGALORE,GORAKHPUR,14.1
HALDIA,GORAKHPUR,11.95
PALSANA,GORAKHPUR,13.4
MAHAPE,GORAKHPUR,12.8
TIKRI BORDER,GORAKHPUR,8.85
DHARUHERA FR,GORAKHPUR,8.85
PUDUKKOTTAI,GORAKHPUR,15.55
HISAR,GORAKHPUR,9.65
BHANDARA,GORAKHPUR,12.25
MALEGAON,GORAKHPUR,16.8
CCI PANVEL,GORAKHPUR,13.4
UDUMALPET,GORAKHPUR,15
NEELAMBUR,GORAKHPUR,14.7
PATALGANGA,GORAKHPUR,14.05
MATHURA,GORAKHPUR,8.85
BHATKAL,GORAKHPUR,16.9
KUMTA,GORAKHPUR,16.5
LATUR,GORAKHPUR,19.85
JALNA,GORAKHPUR,16.8
BAGRU-JAIPUR,GORAKHPUR,8.5
SHORANUR,GORAKHPUR,15.25
HUBLI CITY,GORAKHPUR,15.15
AMBUR,GORAKHPUR,17.4
KAGAL,GORAKHPUR,20.2
KHALUMBRE - CHAKAN,GORAKHPUR,17.7
KHUSHKHERA,GORAKHPUR,9.65
BODINAYAKKANUR,GORAKHPUR,16.45
MANJERI,GORAKHPUR,16.8
BOMMANAHALLI - BNG,GORAKHPUR,13.85
THIRUVNNAMALAI,GORAKHPUR,18.95
KUMBAKONAM,GORAKHPUR,19.5
SILVASSA CENTRAL CELL,GORAKHPUR,12.25
SIVAKASI-THIRUTHANGAL,GORAKHPUR,15.55
GOKAK,GORAKHPUR,16.75
MIRA ROAD,GORAKHPUR,12.75
POLLACHI,GORAKHPUR,15
VASIND,GORAKHPUR,13.85
KOTHUR,GORAKHPUR,13.35
VASAI HIGHWAY,GORAKHPUR,12.55
GOBLEJ BKG & DLY,GORAKHPUR,10.95
DABASPET,GORAKHPUR,13.5
VLONAD,GORAKHPUR,12.25
KUNDLI BRANCH,GORAKHPUR,9.15
BIDADI,GORAKHPUR,13.85
TUMKUR INDUSTRIAL AREA,GORAKHPUR,14.1
AKOLA,GORAKHPUR,12.55
KALYANI,GORAKHPUR,12.1
GANDHIBAGH-NGP,GORAKHPUR,12.55
BALASORE,GORAKHPUR,16.25
KARAIKAL,GORAKHPUR,16.35
THANJAVUR,GORAKHPUR,16.1
GGN-WAZIRPUR,GORAKHPUR,8.8
PARAWADA,GORAKHPUR,16
SIDDAIAH ROAD -BNG,GORAKHPUR,13.85
TALOJA,GORAKHPUR,13.4
PALI,GORAKHPUR,10.1
KHED SHIVAPUR,GORAKHPUR,17.05
SHIMOGA,GORAKHPUR,16.85
VADPE,GORAKHPUR,12.25
HOSKOTE,GORAKHPUR,14.75
ORAGADAM-CHE,GORAKHPUR,18.05
MANDIDEEP,GORAKHPUR,10.1
GULBARGA,GORAKHPUR,17.05
TALEGAON (BKG & DLY),GORAKHPUR,16.8
LONI,GORAKHPUR,8.55
BHILAI,GORAKHPUR,12.55
VIZIANAGARAM,GORAKHPUR,16.4
ELURU,GORAKHPUR,15.1
DURGAPUR,GORAKHPUR,16.6
HOWRAH,GORAKHPUR,9.8
CUTTACK,GORAKHPUR,9.8
JAGADHRI,GORAKHPUR,11
RATNAGIRI,GORAKHPUR,18.95
RAJAHMUNDRY CITY,GORAKHPUR,16.4
SITAPURA - JAIPUR,GORAKHPUR,8.25
BAWAL,GORAKHPUR,9.65
DHOLKA,GORAKHPUR,10.95
MANGOLPURI,GORAKHPUR,9.15
HUBLI – TARIHAL,GORAKHPUR,15.15
ALLAHABAD,GORAKHPUR,5.6
HINJEWADI,GORAKHPUR,16.5
BAWANA,GORAKHPUR,9.15
HASSAN,GORAKHPUR,16
RAICHUR,GORAKHPUR,17.05
KHARAGPUR,GORAKHPUR,16.1
SINDHNOOR,GORAKHPUR,17.4
AMBATTUR ESTATE,GORAKHPUR,17.7
KOPPAL,GORAKHPUR,18.05
PARDI,GORAKHPUR,12.55
HADAPSAR,GORAKHPUR,16.8
SANASWADI,GORAKHPUR,16.8
MURBAD,GORAKHPUR,13.4
RAMANAGARA,GORAKHPUR,14.9
REDHILLS - CHENNAI,GORAKHPUR,18.15
BARAMATI,GORAKHPUR,17.4
BAIKAMPADY - MNG,GORAKHPUR,16.2
CHERLAPALLY,GORAKHPUR,13.25
SIRSI,GORAKHPUR,15.15
RABAKAVI - BANATTI,GORAKHPUR,16.8
MANDYA,GORAKHPUR,13.15
DHULE,GORAKHPUR,16.5
BILASPUR,GORAKHPUR,14.3
DAHANU,GORAKHPUR,12.55
BELGAUM INDL ESTATE,GORAKHPUR,16
CHITTOOR,GORAKHPUR,17.8
CUDDAPAH,GORAKHPUR,15.2
SAMBALPUR,GORAKHPUR,9.4
KARIMNAGAR,GORAKHPUR,14.05
WARANGAL,GORAKHPUR,14.15
NANGLOI FR,GORAKHPUR,9.15
ATIKA (RAJKOT),GORAKHPUR,11.95
KUSHALNAGAR – KODAGU,GORAKHPUR,14.3
SOLAPUR CITY,GORAKHPUR,18.05
ICHALKARANJI,GORAKHPUR,20.45
SOLAN,GORAKHPUR,13.15
KOMARAPALAYAM,GORAKHPUR,14.7
BERHAMPUR,GORAKHPUR,13
TEMBHURNI,GORAKHPUR,18.05
ONGOLE,GORAKHPUR,15.75
RANJANGAON,GORAKHPUR,17.05
SHIRVAL,GORAKHPUR,17.05
KALA-AMB,GORAKHPUR,11.35
SHIVAJINAGAR-BNG,GORAKHPUR,13.85
KAMAKSHIPALYA-BNG,GORAKHPUR,14.85
MARAIMALAI NAGAR - CHE,GORAKHPUR,18.35
UPBORDER (BKG & DLY),GORAKHPUR,8
VAPI BKG,GORAKHPUR,12.25
JAMMU,GORAKHPUR,11.65
GONDAL,GORAKHPUR,12.25
JALGAON,GORAKHPUR,17.05
KASHIPUR,GORAKHPUR,9.9
KURNOOL,GORAKHPUR,14.65
GUNTUR,GORAKHPUR,15.15
ALIPUR BRANCH,GORAKHPUR,8.85
AMRAVATI,GORAKHPUR,12.8
PATNA,GORAKHPUR,10.95
SITARGANJ,GORAKHPUR,9.9
GURGAON BKG & DLY,GORAKHPUR,8.55
JAMSHEDPUR,GORAKHPUR,11.35
RAIPUR,GORAKHPUR,12.55
MADURAVOYIL (BKG-DEL),GORAKHPUR,17.4
VARANASI,GORAKHPUR,5.6
JABALPUR,GORAKHPUR,13.8
RANCHI,GORAKHPUR,12.25
KANCHIPURAM,GORAKHPUR,18.35
PALLAVARAM - CHENNAI,GORAKHPUR,18.05
MEDCHAL,GORAKHPUR,13
CUDDALORE,GORAKHPUR,18.65
BHUBANESWAR,GORAKHPUR,10.65
AUTONAGAR-HYD,GORAKHPUR,12.75
KALAMASSERY,GORAKHPUR,15.55
NELLORE,GORAKHPUR,15.9
KANNUR,GORAKHPUR,16.8
TIRUPATHI,GORAKHPUR,17.25
SAHARANPUR,GORAKHPUR,9.9
DELHI EAST,GORAKHPUR,8.85
JIGANI,GORAKHPUR,14
SILIGURI,GORAKHPUR,13.8
MORADABAD,GORAKHPUR,8.85
SANGLI,GORAKHPUR,20.45
GUWAHATI,GORAKHPUR,13.8
KAROLBAGH,GORAKHPUR,8.85
NARAINA,GORAKHPUR,8.85
ROSHANARA ROAD,GORAKHPUR,8.85
NELAMANGALA (BKG & DLY),GORAKHPUR,13.4
BAHADURGARH,GORAKHPUR,9.15
JAIPUR,GORAKHPUR,7.65
AJMER,GORAKHPUR,8.75
JODHPUR,GORAKHPUR,10.1
UDAIPUR,GORAKHPUR,10.1
DAPODA,GORAKHPUR,11.95
BABARPUR,GORAKHPUR,9.15
PIPAVAV,GORAKHPUR,12.25
MAYAPURI,GORAKHPUR,8.85
UNA - HP,GORAKHPUR,11.35
GGN JAMALPUR,GORAKHPUR,8.55
BAREILLY,GORAKHPUR,9.65
GHAZIABAD FR,GORAKHPUR,8.55
KARNAL,GORAKHPUR,9.9
NEEMRANA,GORAKHPUR,9.15
BAHADURPALLY BOOKING,GORAKHPUR,12
HYDERABAD CENTRAL CELL,GORAKHPUR,12.9
RANEBENNUR,GORAKHPUR,16.5
PATIALA,GORAKHPUR,11.65
ALWAR,GORAKHPUR,10.1
BUTIBORI,GORAKHPUR,12.55
UJJAIN,GORAKHPUR,9.65
NAGPUR WADDHAMNA,GORAKHPUR,11.65
SINHAGAD ROAD,GORAKHPUR,16.8
KAMLA MARKET,GORAKHPUR,7.95
KANAKAPURA ROAD - BNG,GORAKHPUR,13.9
DEEPANJALI NAGAR,GORAKHPUR,13.85
DINDIGUL,GORAKHPUR,15
PANCHKULA BRANCH,GORAKHPUR,9.65
WADA,GORAKHPUR,11.95
KOTTAYAM,GORAKHPUR,15.85
TUTICORIN,GORAKHPUR,16.2
BALANAGAR,GORAKHPUR,12.4
PONDICHERRY,GORAKHPUR,18.05
HUBSIGUDA,GORAKHPUR,12.75
PATANCHERU,GORAKHPUR,12.35
GAJUWAKA,GORAKHPUR,15.2
DIWANDEVDI,GORAKHPUR,12.6
NAGERCOIL,GORAKHPUR,15.85
AMBATTUR-CHENNAI,GORAKHPUR,18.05
TRICHY,GORAKHPUR,15
TIRUNELVELI,GORAKHPUR,15.85
GUMMIDIPOONDI - CHENNAI,GORAKHPUR,18.35
BOLLARAM,GORAKHPUR,12.9
SIVAKASI,GORAKHPUR,15.55
PERUNGUDI,GORAKHPUR,18.25
JEEDIMETLA,GORAKHPUR,12.35
RAJAPALAYAM,GORAKHPUR,15.55
RANIPET,GORAKHPUR,18.65
ALLEPPEY,GORAKHPUR,15.25
DUNDAHERA,GORAKHPUR,8.85
DEHRADUN,GORAKHPUR,9.65
CHANDIGARH FR,GORAKHPUR,9.65
GHAZIABAD,GORAKHPUR,8.55
KANPUR(FR),GORAKHPUR,3.6
GWALIOR,GORAKHPUR,7.4
JALANDHAR FR,GORAKHPUR,10.2
AMBALA CITY,GORAKHPUR,9.65
AGRA,GORAKHPUR,9.65
LUDHIANA,GORAKHPUR,10.2
NOIDA,GORAKHPUR,10.2
PARWANOO,GORAKHPUR,11.35
BADDI (HIMACHAL PRADESH),GORAKHPUR,10.75
AMRITSAR,GORAKHPUR,11.65
LUCKNOW,GORAKHPUR,5.6
KUNDLI FR,GORAKHPUR,9.15
RUDRAPUR,GORAKHPUR,8.85
HARIDWAR,GORAKHPUR,8.85
DELHI (RAMA ROAD),GORAKHPUR,8.85
SAHIBABAD,GORAKHPUR,8.25
PANIPAT,GORAKHPUR,9.9
OKHLA-1,GORAKHPUR,8.85
MANESAR,GORAKHPUR,8.85
FARIDABAD FR,GORAKHPUR,8.85
NARELA,GORAKHPUR,9.15
FARIDABAD,GORAKHPUR,8.85
MUNDKA,GORAKHPUR,8.85
NIGDI,GORAKHPUR,18.05
K R PURAM,GORAKHPUR,14.65
SECUNDERABAD,GORAKHPUR,12.55
KOTA (RAJASTAN) FR,GORAKHPUR,10.1
ABU ROAD,GORAKHPUR,12.25
BIKANER,GORAKHPUR,10.1
UDUPI,GORAKHPUR,16.85
KANJIKODE,GORAKHPUR,14.7
MEERUT,GORAKHPUR,8.85
KOYEMBEDU - CHENNAI,GORAKHPUR,18.05
ASLALI BRANCH,GORAKHPUR,10.95
KOLKATA-SOUTH,GORAKHPUR,10.65
KOLKATA-CENTRAL,GORAKHPUR,10.4
SRIPERUMBUDUR,GORAKHPUR,18.05
BELLARY,GORAKHPUR,16.65
RUDANAGAR BRANCH,GORAKHPUR,11.65
ROORKEE,GORAKHPUR,8.85
MANJUSAR,GORAKHPUR,10.1
KAKINADA,GORAKHPUR,16.25
BHIWADI - RAJASTHAN,GORAKHPUR,8.85
VAVDI-RAJKOT,GORAKHPUR,11.95
SELAQUI,GORAKHPUR,9.65
KANPUR,GORAKHPUR,3.6
TRANSPORT NAGAR JAIPUR,GORAKHPUR,8.25
PORBANDAR,GORAKHPUR,12.55
COIMBATORE BRANCH,GORAKHPUR,15
GREATER NOIDA,GORAKHPUR,8.85
NALAGARH,GORAKHPUR,10.75
KOLHAPUR,GORAKHPUR,18.95
DADRA NAGAR HAVELI,GORAKHPUR,12.25
KARAD,GORAKHPUR,18.95
MAPUCA,GORAKHPUR,18.35
VAPI CENTRAL CELL,GORAKHPUR,11.95
SATARA,GORAKHPUR,18.95
BELGAUM,GORAKHPUR,16
NASIK,GORAKHPUR,15.55
SARIGAM,GORAKHPUR,12.55
PHURSUNGHI,GORAKHPUR,18.35
UMARGAON,GORAKHPUR,12.55
VALSAD,GORAKHPUR,12.55
GUINDY-CHENNAI,GORAKHPUR,18.05
AHEMADNAGAR,GORAKHPUR,15
MAHAD MIDC,GORAKHPUR,15.85
DEWAS NAKA,GORAKHPUR,8.45
HAZIRA,GORAKHPUR,13.4
SAROLI,GORAKHPUR,13.15
BHOPAL,GORAKHPUR,9.8
NAVSARI,GORAKHPUR,13.4
UNN,GORAKHPUR,13.4
SURAT CITY,GORAKHPUR,13.4
BILIMORA,GORAKHPUR,12.8
INDORE CITY,GORAKHPUR,9.05
ANKLESHWAR,GORAKHPUR,13.4
PANOLI,GORAKHPUR,14.05
KIM,GORAKHPUR,14.05
PITHAMPUR,GORAKHPUR,9.4
BHARUCH,GORAKHPUR,14.35
DEWAS (TOWN),GORAKHPUR,9.4
DAHEJ,GORAKHPUR,14.7
PANCHKUIA,GORAKHPUR,9.05
KOLKATA(B T ROAD),GORAKHPUR,10.4
LALBAGH ROAD,GORAKHPUR,13.85
TRAJPAR (MORBI),GORAKHPUR,12.25
DODDABALLAPUR - BNG,GORAKHPUR,14.65
JUNAGADH-SABALPUR,GORAKHPUR,12.55
METODA,GORAKHPUR,12.25
MORBI,GORAKHPUR,12.25
RAJAJINAGAR,GORAKHPUR,13.85
DAVANAGERE,GORAKHPUR,16.65
HUBLI INDL AREA,GORAKHPUR,15.15
