Sales Region,Sales Area,Sales Branch
NAGPUR,NAGPUR,JABALPUR
NAGPUR,NAGPUR,KHAMGAON
NAGPUR,NAGPUR,MALKAPUR
NAGPUR,NAGPUR,NAGPUR (WADI)
NAGPUR,NAGPUR,NAGPUR CITY
NAGPUR,NAGPUR,NAGPUR CIY FR
NAGPUR,NAGPUR,NAGPUR TR
NAGPUR,NAGPUR,NAGPUR WADDHAMNA
NAGPUR,NAGPUR,RAIPUR
NORTH 2 ,UP EAST ,ALLAHABAD
NORTH 2 ,UP EAST ,BHADOHI
NORTH 2 ,UP EAST ,GHAZIPUR FR
NORTH 2 ,UP EAST ,GORAKHPUR
NORTH 2 ,UP EAST ,KANPUR
NORTH 2 ,UP EAST ,KANPUR TR
NORTH 2 ,UP EAST ,KANPUR(FR)
NORTH 2 ,UP EAST ,LUCKNOW
NORTH 2 ,UP EAST ,SHAHJHANPUR FR
NORTH 2 ,UP EAST ,UNNAO
NORTH 2 ,UP EAST ,VARANASI
NORTH 2 ,UP WEST ,AGRA
NORTH 2 ,UP WEST ,AGRA SADAR BHATTI
NORTH 2 ,UP WEST ,ALIGARH FR
NORTH 2 ,UP WEST ,ARYAN NAGAR - GZB
NORTH 2 ,UP WEST ,FIROZABAD FR
NORTH 2 ,UP WEST ,GAJRAULA
NORTH 2 ,UP WEST ,GHAZIABAD
NORTH 2 ,UP WEST ,GHAZIABAD FR
NORTH 2 ,UP WEST ,GHAZIABAD TR
NORTH 2 ,UP WEST ,GREATER NOIDA
NORTH 2 ,UP WEST ,GWALIOR
NORTH 2 ,UP WEST ,LAL KUAN FR
NORTH 2 ,UP WEST ,LONI
NORTH 2 ,UP WEST ,MATHURA
NORTH 2 ,UP WEST ,MEERUT
NORTH 2 ,UP WEST ,MODINAGAR FR
NORTH 2 ,UP WEST ,MUZAFFARNAGAR
NORTH 2 ,UP WEST ,NOIDA
NORTH 2 ,UP WEST ,SAHIBABAD
NORTH 2 ,UP WEST ,SURAJKUND MEERUT FR
NORTH 2 ,UP WEST ,UPBORDER(BKG & DLY)
NORTH 2 ,UTTARAKHAND ,BAREILLY
NORTH 2 ,UTTARAKHAND ,BHAGWANPUR
NORTH 2 ,UTTARAKHAND ,DEHRADUN
NORTH 2 ,UTTARAKHAND ,HARIDWAR
NORTH 2 ,UTTARAKHAND ,KASHIPUR
NORTH 2 ,UTTARAKHAND ,MORADABAD
NORTH 2 ,UTTARAKHAND ,ROORKEE
NORTH 2 ,UTTARAKHAND ,RUDRAPUR
NORTH 2 ,UTTARAKHAND ,SAHARANPUR
NORTH 2 ,UTTARAKHAND ,SELAQUI
NORTH 2 ,UTTARAKHAND ,SITARGANJ
NORTH 1 ,DELHI,ALIPUR BRANCH
NORTH 1 ,DELHI,BABARPUR
NORTH 1 ,DELHI,BADLI FR
NORTH 1 ,DELHI,BAHADURGARH
NORTH 1 ,DELHI,BAWANA
NORTH 1 ,DELHI,BIJWSAN
NORTH 1 ,DELHI,CHANDNI CHOWK
NORTH 1 ,DELHI,DELHI (RAMA ROAD)
NORTH 1 ,DELHI,DELHI EAST
NORTH 1 ,DELHI,FARIDABAD
NORTH 1 ,DELHI,FARIDABAD FR
NORTH 1 ,DELHI,GANDHINAGAR FR (DELHI)
NORTH 1 ,DELHI,KAMLA MARKET
NORTH 1 ,DELHI,KAROLBAGH
NORTH 1 ,DELHI,KUNDLI BRANCH
NORTH 1 ,DELHI,KUNDLI FR
NORTH 1 ,DELHI,MANGOLPURI
NORTH 1 ,DELHI,MAYAPURI
NORTH 1 ,DELHI,MUNDKA
NORTH 1 ,DELHI,NANGLOI FR
NORTH 1 ,DELHI,NARAINA
NORTH 1 ,DELHI,NARELA
NORTH 1 ,DELHI,OKHLA-1
NORTH 1 ,DELHI,ROHTAK
NORTH 1 ,DELHI,ROSHANARA ROAD
NORTH 1 ,DELHI,SAMPLA
NORTH 1 ,DELHI,SHAHDRA
NORTH 1 ,DELHI,SONEPAT
NORTH 1 ,DELHI,TIKRI BORDER
NORTH 1 ,GURGAON,AJMER
NORTH 1 ,GURGAON,ALWAR
NORTH 1 ,GURGAON,BAGRU-JAIPUR
NORTH 1 ,GURGAON,BAIS GODAM
NORTH 1 ,GURGAON,BASAI - GGN
NORTH 1 ,GURGAON,BAWAL
NORTH 1 ,GURGAON,BHIWADI - RAJASTHAN
NORTH 1 ,GURGAON,BIKANER
NORTH 1 ,GURGAON,DELHI HIGHWAY (JAIPUR) DLY
NORTH 1 ,GURGAON,DHARUHERA FR
NORTH 1 ,GURGAON,DHARUHERA TR
NORTH 1 ,GURGAON,DUNDAHERA
NORTH 1 ,GURGAON,GGN JAMALPUR
NORTH 1 ,GURGAON,GGN-WAZIRPUR
NORTH 1 ,GURGAON,GGNDLY
NORTH 1 ,GURGAON,GURGAON BKG & DLY
NORTH 1 ,GURGAON,JAIPUR
NORTH 1 ,GURGAON,JAIPUR TR
NORTH 1 ,GURGAON,KHUSHKHERA
NORTH 1 ,GURGAON,MANESAR
NORTH 1 ,GURGAON,NEEMRANA
NORTH 1 ,GURGAON,SITAPURA-JAIPUR
NORTH 1 ,GURGAON,TRANSPORT NAGAR JAIPUR
NORTH 1 ,PUNJAB,AMBALA CITY
NORTH 1 ,PUNJAB,AMRITSAR
NORTH 1 ,PUNJAB,BADDI (HIMACHAL PRADESH)
NORTH 1 ,PUNJAB,CHANDIGARH FR
NORTH 1 ,PUNJAB,HISAR
NORTH 1 ,PUNJAB,JAGADHRI
NORTH 1 ,PUNJAB,JALANDHAR FR
NORTH 1 ,PUNJAB,JAMMU
NORTH 1 ,PUNJAB,KAITHAL
NORTH 1 ,PUNJAB,KALA-AMB
NORTH 1 ,PUNJAB,KARNAL
NORTH 1 ,PUNJAB,LUDHIANA
NORTH 1 ,PUNJAB,MOHALI FR
NORTH 1 ,PUNJAB,NALAGARH
NORTH 1 ,PUNJAB,PANCHKULA BRANCH
NORTH 1 ,PUNJAB,PANCHKULA TR
NORTH 1 ,PUNJAB,PANIPAT
NORTH 1 ,PUNJAB,PARWANOO
NORTH 1 ,PUNJAB,PATIALA
NORTH 1 ,PUNJAB,PATIALA FR
NORTH 1 ,PUNJAB,SOLAN
NORTH 1 ,PUNJAB,SRINAGAR
NORTH 1 ,PUNJAB,UNA-HP
NORTH 1 ,PUNJAB,YAMUNANAGAR
NORTH 1 ,PUNJAB,ZIRAKPUR
PUNE,KOLHAPUR,ICHALKARANJI
PUNE,KOLHAPUR,KAGAL
PUNE,KOLHAPUR,KARAD
PUNE,KOLHAPUR,KOLHAPUR
PUNE,KOLHAPUR,KOLHAPUR TR
PUNE,KOLHAPUR,LOTE
PUNE,KOLHAPUR,MADGAON
PUNE,KOLHAPUR,MAHAD MIDC
PUNE,KOLHAPUR,MAPUCA
PUNE,KOLHAPUR,PONDA
PUNE,KOLHAPUR,RATNAGIRI
PUNE,KOLHAPUR,ROHA
PUNE,KOLHAPUR,SANGLI
PUNE,KOLHAPUR,SATARA
PUNE,KOLHAPUR,SHINOLI
PUNE,KOLHAPUR,SOLAPUR
PUNE,KOLHAPUR,SOLAPUR CITY
PUNE,KOLHAPUR,TEMBHURNI
PUNE,KOLHAPUR,VERNA-GOA
PUNE,MARATHWADA,AHEMADNAGAR
PUNE,MARATHWADA,AURANGABAD(WALUJ) MIDC
PUNE,MARATHWADA,AURANGABAD CITY-CHIKALTHANA
PUNE,MARATHWADA,DHULE
PUNE,MARATHWADA,GONDHE
PUNE,MARATHWADA,JALGAON
PUNE,MARATHWADA,JALNA
PUNE,MARATHWADA,LATUR
PUNE,MARATHWADA,MALEGAON
PUNE,MARATHWADA,NANDED
PUNE,MARATHWADA,NASIK
PUNE,MARATHWADA,SINNER
PUNE,MARATHWADA,SINNER TR
PUNE,PIMPRI CHINCHWAD AREA ,ALANDI
PUNE,PIMPRI CHINCHWAD AREA ,CHAKAN
PUNE,PIMPRI CHINCHWAD AREA ,CHAKAN CENTRAL CELL
PUNE,PIMPRI CHINCHWAD AREA ,CHAKAN TR
PUNE,PIMPRI CHINCHWAD AREA ,HINJEWADI
PUNE,PIMPRI CHINCHWAD AREA ,KHALUMBRE-CHAKAN
PUNE,PIMPRI CHINCHWAD AREA ,LONAVALA
PUNE,PIMPRI CHINCHWAD AREA ,NIGDI
PUNE,PIMPRI CHINCHWAD AREA ,PIRANGUT
PUNE,PIMPRI CHINCHWAD AREA ,RANJANGAON
PUNE,PIMPRI CHINCHWAD AREA ,SANASWADI
PUNE,PIMPRI CHINCHWAD AREA ,TALEGAON (BKG & DLY)
PUNE,PUNE CITY AREA  ,BARAMATI
PUNE,PUNE CITY AREA  ,HADAPSAR
PUNE,PUNE CITY AREA  ,KHED SHIVAPUR
PUNE,PUNE CITY AREA  ,KURKUMBH
PUNE,PUNE CITY AREA  ,LONIKAND
PUNE,PUNE CITY AREA  ,PHURSUNGHI
PUNE,PUNE CITY AREA  ,PHURSUNGI DELIVERY
PUNE,PUNE CITY AREA  ,PHURSUNGI TR
PUNE,PUNE CITY AREA  ,PUNE CITY
PUNE,PUNE CITY AREA  ,SHIRVAL
PUNE,PUNE CITY AREA  ,SINHAGAD ROAD
PUNE,PUNE CITY AREA  ,WAGHOLI
RAJKOT,GANDHIDHAM,BHUJ
RAJKOT,GANDHIDHAM,GANDHIDHAM
RAJKOT,GANDHIDHAM,GANDHIDHAM CITY
RAJKOT,GANDHIDHAM,MANDVI
RAJKOT,GANDHIDHAM,MUNDRA
RAJKOT,RAJKOT,ATIKA (RAJKOT)
RAJKOT,RAJKOT,BHAKTINAGAR
RAJKOT,RAJKOT,BHAVNAGAR
RAJKOT,RAJKOT,DARED
RAJKOT,RAJKOT,GONDAL
RAJKOT,RAJKOT,JAMNAGAR
RAJKOT,RAJKOT,JAMNAGAR-SHANKARTEKRI
RAJKOT,RAJKOT,JETPUR
RAJKOT,RAJKOT,JUNAGADH-SABALPUR
RAJKOT,RAJKOT,MAHUVA
RAJKOT,RAJKOT,METODA
RAJKOT,RAJKOT,MORBI
RAJKOT,RAJKOT,NAVAGAM(BHAVNAGAR)
RAJKOT,RAJKOT,PIPAVAV
RAJKOT,RAJKOT,PORBANDAR
RAJKOT,RAJKOT,RUDANAGAR
RAJKOT,RAJKOT,RUDANAGAR BRANCH
RAJKOT,RAJKOT,SHAPAR
RAJKOT,RAJKOT,SIHOR
RAJKOT,RAJKOT,THANGADH
RAJKOT,RAJKOT,TRAJPAR(MORBI)
RAJKOT,RAJKOT,VAVDI-RAJKOT
RAJKOT,RAJKOT,VERAVAL
SOUTH GUJARAT ,ANKLESHWAR,ANKLESHWAR
SOUTH GUJARAT ,ANKLESHWAR,BHARUCH
SOUTH GUJARAT ,ANKLESHWAR,DAHEJ
SOUTH GUJARAT ,ANKLESHWAR,JHAGADIA
SOUTH GUJARAT ,ANKLESHWAR,KIM
SOUTH GUJARAT ,ANKLESHWAR,PANOLI
SOUTH GUJARAT ,SURAT,BILIMORA
SOUTH GUJARAT ,SURAT,HAZIRA
SOUTH GUJARAT ,SURAT,KADODARA BRANCH
SOUTH GUJARAT ,SURAT,KADODARA TR
SOUTH GUJARAT ,SURAT,NAVSARI
SOUTH GUJARAT ,SURAT,PALSANA
SOUTH GUJARAT ,SURAT,SACHIN
SOUTH GUJARAT ,SURAT,SAROLI
SOUTH GUJARAT ,SURAT,SURAT CITY
SOUTH GUJARAT ,SURAT,UNN
SOUTH GUJARAT ,VAPI,DADRA NAGAR HAVELI
SOUTH GUJARAT ,VAPI,DAMAN DELIVERY UT
